0.006508, 0.002965
1.001902, 0.000122
2.005500, 0.008853
3.006523, 0.006765
4.001966, 0.006542
5.003383, 0.002831
6.004554, 0.004257
7.000310, 0.002318
8.003810, 0.007722
9.003028, 0.004376
10.008353, 0.007907
11.003165, 0.005507
12.009494, 0.003398
13.002385, 0.003442
14.000886, 0.007720
15.001687, 0.005476
16.004746, 0.006897
17.009951, 0.009098
18.001230, 0.007596
19.000777, 0.007714
20.002510, 0.001138
21.001690, 0.009280
22.008123, 0.003706
23.004773, 0.000658
24.003147, 0.008054
25.002784, 0.005510
26.005781, 0.007034
27.009828, 0.008538
28.005873, 0.004251
29.000641, 0.003881
30.000971, 0.002161
31.007548, 0.000487
32.001459, 0.002922
33.009159, 0.002275
34.001331, 0.002309
35.009871, 0.005885
36.006177, 0.002013
37.004226, 0.003846
38.004937, 0.000627
39.005200, 0.005965
40.006991, 0.008637
41.000480, 0.006745
42.001130, 0.007730
43.005789, 0.001663
44.008006, 0.009735
45.009324, 0.000095
46.002579, 0.005492
47.006373, 0.007721
48.008163, 0.008994
49.008170, 0.006217
50.008607, 0.007079
51.004050, 0.003037
52.000183, 0.000010
53.000962, 0.009111
54.009756, 0.003244
55.009417, 0.007266
56.000763, 0.005701
57.009921, 0.009177
58.003612, 0.004861
59.008951, 0.003673
60.002019, 0.003972
61.008560, 0.004196
62.001875, 0.001717
63.008642, 0.008236
64.004187, 0.009626
65.005943, 0.006553
66.008675, 0.007552
67.008874, 0.004993
68.009563, 0.002534
69.002185, 0.006717
70.000148, 0.001345
71.000561, 0.007649
72.007699, 0.002045
73.005217, 0.002964
74.005250, 0.004854
75.002530, 0.007422
76.001851, 0.007649
77.008794, 0.007358
78.007835, 0.006406
79.000148, 0.007150
80.006673, 0.005895
81.001745, 0.007971
82.009967, 0.000938
83.005214, 0.001638
84.007159, 0.003552
85.008492, 0.007369
86.006498, 0.006280
87.007082, 0.004264
88.008846, 0.007024
89.000797, 0.007327
90.000882, 0.005700
91.005053, 0.009826
92.009252, 0.008015
93.000778, 0.009817
94.002249, 0.006691
95.001999, 0.003646
96.000572, 0.005440
97.005162, 0.004226
98.003725, 0.006008
99.009255, 0.006921
100.003629, 0.003593
101.000795, 0.000836
102.002001, 0.000961
103.002742, 0.008327
104.003065, 0.006560
105.001399, 0.000551
106.008155, 0.006952
107.000360, 0.001865
108.003783, 0.008880
109.005580, 0.000874
110.009719, 0.001263
111.000612, 0.000968
112.008652, 0.002462
113.006087, 0.008131
114.004004, 0.003097
115.002492, 0.008852
116.007442, 0.009751
117.000316, 0.005948
118.002667, 0.009865
119.006616, 0.005111
120.007026, 0.003135
121.002073, 0.009982
122.007531, 0.009727
123.007605, 0.008580
124.002823, 0.000618
125.004580, 0.008890
126.007660, 0.000381
127.007718, 0.006424
128.001491, 0.007727
129.004727, 0.001563
130.007672, 0.004102
131.001735, 0.009502
132.004880, 0.005679
133.008592, 0.000599
134.007315, 0.009028
135.003090, 0.003956
136.005216, 0.005795
137.008185, 0.002027
138.002285, 0.006702
139.001252, 0.009074
140.001557, 0.000165
141.009468, 0.001289
142.006298, 0.005864
143.000361, 0.001384
144.007481, 0.008560
145.001604, 0.005464
146.004408, 0.002482
147.009107, 0.005007
148.000036, 0.001595
149.007469, 0.001744
150.007578, 0.006050
151.001865, 0.008263
152.009932, 0.000148
153.005410, 0.002159
154.008502, 0.002118
155.001080, 0.006516
156.002987, 0.001020
157.002250, 0.004559
158.008674, 0.001091
159.000896, 0.001279
160.002825, 0.008850
161.007549, 0.009836
162.006706, 0.003260
163.002039, 0.005567
164.004818, 0.004279
165.009110, 0.005400
166.007904, 0.000094
167.007953, 0.005495
168.001282, 0.008364
169.009737, 0.004911
170.005082, 0.001779
171.002180, 0.008133
172.007926, 0.003244
173.005243, 0.004248
174.000638, 0.001008
175.006993, 0.005604
176.001539, 0.009050
177.003708, 0.003742
178.009871, 0.003020
179.003280, 0.005439
180.008945, 0.007073
181.005987, 0.006650
182.005549, 0.001885
183.001679, 0.007177
184.007191, 0.009176
185.007467, 0.003879
186.003736, 0.003049
187.004953, 0.005216
188.004998, 0.003459
189.001075, 0.004968
190.000857, 0.002121
191.001631, 0.007916
192.005451, 0.006173
193.001537, 0.005311
194.002019, 0.009908
195.000889, 0.002948
196.009948, 0.009882
197.000885, 0.009634
198.000585, 0.003711
199.008679, 0.008899
200.003393, 0.007880
201.005213, 0.001722
202.008988, 0.004859
203.005115, 0.003121
204.000643, 0.004853
205.002689, 0.000394
206.000806, 0.002498
207.003105, 0.005835
208.004204, 0.003796
209.002808, 0.001733
210.004083, 0.003635
211.008236, 0.000478
212.003172, 0.009173
213.006904, 0.007560
214.005895, 0.009422
215.009903, 0.000310
216.003434, 0.006333
217.009904, 0.000161
218.008174, 0.007696
219.003693, 0.001263
220.009111, 0.007174
221.003339, 0.003262
222.004776, 0.001771
223.005021, 0.001042
224.005249, 0.002059
225.009602, 0.009261
226.009804, 0.005472
227.004007, 0.004477
228.001773, 0.007976
229.007452, 0.002696
230.007175, 0.004430
231.001614, 0.005125
232.008676, 0.002955
233.008776, 0.009980
234.001443, 0.003616
235.007030, 0.003122
236.002463, 0.006733
237.006593, 0.005372
238.009869, 0.001133
239.006296, 0.009284
240.003854, 0.007663
241.004315, 0.003207
242.005737, 0.008254
243.002197, 0.005456
244.006722, 0.005883
245.006255, 0.006371
246.002933, 0.005711
247.005387, 0.001119
248.008289, 0.002731
249.009381, 0.001025
250.001758, 0.006234
251.006776, 0.006239
252.000577, 0.006403
253.006328, 0.007586
254.005998, 0.003342
255.001162, 0.000365
256.003098, 0.003871
257.009654, 0.007953
258.001251, 0.006378
259.002115, 0.007987
260.006799, 0.009050
261.007347, 0.008979
262.004491, 0.001802
263.008108, 0.000132
264.009260, 0.007205
265.009583, 0.002204
266.004890, 0.000728
267.009897, 0.002218
268.001140, 0.005620
269.006738, 0.009828
270.005891, 0.002715
271.009163, 0.008158
272.003870, 0.000512
273.008639, 0.006934
274.008525, 0.005803
275.008385, 0.000705
276.008598, 0.000193
277.005076, 0.009976
278.005980, 0.002803
279.001977, 0.008062
280.006385, 0.004484
281.007559, 0.001489
282.009428, 0.003840
283.008672, 0.006726
284.009653, 0.000383
285.002327, 0.001083
286.005088, 0.005135
287.005154, 0.000592
288.004876, 0.003973
289.004602, 0.002656
290.002551, 0.004051
291.000938, 0.006309
292.006527, 0.008592
293.004103, 0.007878
294.004348, 0.000377
295.004506, 0.004875
296.002275, 0.009240
297.001797, 0.005914
298.006770, 0.003871
299.000690, 0.009491
300.009428, 0.003253
301.007911, 0.009404
302.001941, 0.008045
303.009304, 0.009664
304.002630, 0.007207
305.001190, 0.006684
306.001136, 0.000206
307.005022, 0.001558
308.002805, 0.000089
309.009402, 0.000268
310.009352, 0.007749
311.008521, 0.004595
312.007352, 0.002706
313.001098, 0.001575
314.001127, 0.000688
315.008856, 0.004305
316.001592, 0.003354
317.008620, 0.001899
318.007614, 0.000450
319.007093, 0.001430
320.001462, 0.009728
321.002358, 0.009643
322.004896, 0.004917
323.001196, 0.007276
324.007463, 0.007089
325.006257, 0.003789
326.003562, 0.009707
327.002158, 0.005311
328.009850, 0.002676
329.004576, 0.003630
330.009524, 0.005719
331.001382, 0.009022
332.005081, 0.006371
333.009897, 0.004745
334.006084, 0.002922
335.009315, 0.006010
336.003513, 0.007612
337.002377, 0.001224
338.007263, 0.000391
339.005332, 0.008347
340.008346, 0.008560
341.000267, 0.004145
342.002364, 0.002600
343.008868, 0.009175
344.005817, 0.003509
345.001657, 0.006301
346.001795, 0.001955
347.001798, 0.005559
348.006647, 0.004553
349.007494, 0.003178
350.004141, 0.007590
351.002077, 0.007585
352.008736, 0.003499
353.005831, 0.000180
354.004478, 0.000402
355.008614, 0.003719
356.001110, 0.000031
357.007343, 0.006105
358.003952, 0.004341
359.007411, 0.002399
360.009112, 0.006125
361.002081, 0.002871
362.000592, 0.003948
363.008944, 0.009894
364.000851, 0.006711
365.007479, 0.001498
366.001386, 0.008148
367.006796, 0.004402
368.004898, 0.006590
369.007613, 0.004326
370.005597, 0.000283
371.007538, 0.006402
372.009225, 0.003594
373.003708, 0.003499
374.009334, 0.004405
375.001863, 0.005259
376.001409, 0.008007
377.005899, 0.005687
378.001375, 0.007816
379.006973, 0.002069
380.000072, 0.008219
381.006232, 0.003065
382.000236, 0.009854
383.000203, 0.008766
384.007576, 0.002649
385.002931, 0.000538
386.002488, 0.006932
387.003913, 0.003471
388.003972, 0.007906
389.005898, 0.009220
390.002332, 0.003831
391.001612, 0.002094
392.002192, 0.003200
393.003473, 0.006157
394.002419, 0.001235
395.005350, 0.006188
396.004495, 0.001012
397.000445, 0.000305
398.005915, 0.009524
399.004343, 0.007047
400.000163, 0.004003
401.007306, 0.004758
402.009830, 0.008807
403.004861, 0.006058
404.004446, 0.008181
405.000759, 0.005225
406.009579, 0.005217
407.001357, 0.001305
408.008759, 0.002313
409.005481, 0.004752
410.004808, 0.003448
411.008853, 0.000418
412.002121, 0.003590
413.007121, 0.004704
414.006465, 0.005542
415.006571, 0.009678
416.003862, 0.009542
417.006569, 0.001987
418.005116, 0.005932
419.002816, 0.009363
420.007554, 0.006201
421.005455, 0.002530
422.000519, 0.002727
423.001109, 0.005354
424.006218, 0.002515
425.002911, 0.001006
426.002443, 0.005256
427.007572, 0.006988
428.008765, 0.001013
429.003579, 0.006811
430.002737, 0.007851
431.009555, 0.001152
432.007688, 0.004717
433.006866, 0.006291
434.008653, 0.009890
435.005524, 0.002645
436.008014, 0.000308
437.007456, 0.001218
438.007413, 0.002086
439.006195, 0.000768
440.007494, 0.007540
441.007064, 0.003516
442.002035, 0.009026
443.006910, 0.002188
444.008050, 0.004904
445.007446, 0.006239
446.008395, 0.007956
447.001276, 0.000028
448.008471, 0.001541
449.004654, 0.000796
450.003556, 0.003828
451.006046, 0.009227
452.008358, 0.005406
453.004550, 0.000429
454.005330, 0.000581
